location_cam,common_name,season,total_duration,total_images,total_series
OGW-ABMI-1057-14_PC900 PROFESSIONAL,Ermine,winter,0,0,0
OGW-ABMI-1057-14_PC900 PROFESSIONAL,Fisher,summer,9.809151785714286,1,1
OGW-ABMI-1057-14_PC900 PROFESSIONAL,Fisher,winter,0,0,0
OGW-ABMI-1057-14_PC900 PROFESSIONAL,"Grouse, Ptarmigan and allies",summer,48.02995008319468,9,5
OGW-ABMI-1057-14_PC900 PROFESSIONAL,"Grouse, Ptarmigan and allies",winter,0,0,0
OGW-ABMI-1057-14_PC900 PROFESSIONAL,Magpie,summer,0,0,0
OGW-ABMI-1057-14_PC900 PROFESSIONAL,Magpie,winter,0,0,0
OGW-ABMI-1057-14_PC900 PROFESSIONAL,Moose,summer,221.6034294732549,76,3
OGW-ABMI-1057-14_PC900 PROFESSIONAL,Moose,winter,3925.2188487655994,656,44
OGW-ABMI-1057-14_PC900 PROFESSIONAL,Mule deer,summer,0,0,0
OGW-ABMI-1057-14_PC900 PROFESSIONAL,Mule deer,winter,649.4511205348294,156,46
OGW-ABMI-1057-14_PC900 PROFESSIONAL,Muskrat,summer,0,0,0
OGW-ABMI-1057-14_PC900 PROFESSIONAL,Muskrat,winter,0,0,0
OGW-ABMI-1057-14_PC900 PROFESSIONAL,"Pelicans, Herons, Egrets",summer,0,0,0
OGW-ABMI-1057-14_PC900 PROFESSIONAL,"Pelicans, Herons, Egrets",winter,0,0,0
OGW-ABMI-1057-14_PC900 PROFESSIONAL,Porcupine,summer,4.663799843627834,1,1
OGW-ABMI-1057-14_PC900 PROFESSIONAL,Porcupine,winter,0,0,0
OGW-ABMI-1057-14_PC900 PROFESSIONAL,Red fox,summer,0,0,0
OGW-ABMI-1057-14_PC900 PROFESSIONAL,Red fox,winter,0,0,0
OGW-ABMI-1057-14_PC900 PROFESSIONAL,Red Squirrel,summer,0,0,0
OGW-ABMI-1057-14_PC900 PROFESSIONAL,Red Squirrel,winter,0,0,0
OGW-ABMI-1057-14_PC900 PROFESSIONAL,Snowshoe Hare,summer,0,0,0
OGW-ABMI-1057-14_PC900 PROFESSIONAL,Snowshoe Hare,winter,0,0,0
OGW-ABMI-1057-14_PC900 PROFESSIONAL,"Voles, Mice and Allies",summer,0,0,0
OGW-ABMI-1057-14_PC900 PROFESSIONAL,"Voles, Mice and Allies",winter,0,0,0
OGW-ABMI-1057-14_PC900 PROFESSIONAL,White-tailed Deer,summer,1514.7089172583917,284,149
OGW-ABMI-1057-14_PC900 PROFESSIONAL,White-tailed Deer,winter,3740.266291341145,803,70
OGW-ABMI-1057-15_HF2 PRO COVERT,Beaver,summer,0,0,0
OGW-ABMI-1057-15_HF2 PRO COVERT,Beaver,winter,0,0,0
OGW-ABMI-1057-15_HF2 PRO COVERT,Bird,summer,33.16615384615385,3,3
OGW-ABMI-1057-15_HF2 PRO COVERT,Bird,winter,0,0,0
OGW-ABMI-1057-15_HF2 PRO COVERT,Black Bear,summer,69.24941147571185,8,3
OGW-ABMI-1057-15_HF2 PRO COVERT,Black Bear,winter,0,0,0
OGW-ABMI-1057-15_HF2 PRO COVERT,Coyote,summer,0,0,0
OGW-ABMI-1057-15_HF2 PRO COVERT,Coyote,winter,146.79450404223115,25,9
OGW-ABMI-1057-15_HF2 PRO COVERT,"Cranes, Rails, Coots",summer,7.2602247191011235,1,1
OGW-ABMI-1057-15_HF2 PRO COVERT,"Cranes, Rails, Coots",winter,0,0,0
OGW-ABMI-1057-15_HF2 PRO COVERT,"Crows, Jays, and Allies",summer,0,0,0
OGW-ABMI-1057-15_HF2 PRO COVERT,"Crows, Jays, and Allies",winter,0,0,0
OGW-ABMI-1057-15_HF2 PRO COVERT,Deer,summer,0,0,0
OGW-ABMI-1057-15_HF2 PRO COVERT,Deer,winter,86.01900503074343,22,10
OGW-ABMI-1057-15_HF2 PRO COVERT,"Ducks, Swans, Geese",summer,20.62137944090364,3,3
OGW-ABMI-1057-15_HF2 PRO COVERT,"Ducks, Swans, Geese",winter,0,0,0
OGW-ABMI-1057-15_HF2 PRO COVERT,Elk (wapiti),summer,0,0,0
OGW-ABMI-1057-15_HF2 PRO COVERT,Elk (wapiti),winter,3.851783937455579,1,1
OGW-ABMI-1057-15_HF2 PRO COVERT,Ermine,summer,0,0,0
OGW-ABMI-1057-15_HF2 PRO COVERT,Ermine,winter,0,0,0
OGW-ABMI-1057-15_HF2 PRO COVERT,Fisher,summer,0,0,0
OGW-ABMI-1057-15_HF2 PRO COVERT,Fisher,winter,0,0,0
OGW-ABMI-1057-15_HF2 PRO COVERT,"Grouse, Ptarmigan and allies",summer,0,0,0
OGW-ABMI-1057-15_HF2 PRO COVERT,"Grouse, Ptarmigan and allies",winter,0,0,0
OGW-ABMI-1057-15_HF2 PRO COVERT,Magpie,summer,0,0,0
OGW-ABMI-1057-15_HF2 PRO COVERT,Magpie,winter,0,0,0
OGW-ABMI-1057-15_HF2 PRO COVERT,Moose,summer,17.068952982169932,9,2
OGW-ABMI-1057-15_HF2 PRO COVERT,Moose,winter,141.2735050360414,37,3
OGW-ABMI-1057-15_HF2 PRO COVERT,Mule deer,summer,75.64778757394727,13,1
OGW-ABMI-1057-15_HF2 PRO COVERT,Mule deer,winter,2606.9261598043454,448,61
OGW-ABMI-1057-15_HF2 PRO COVERT,Muskrat,summer,0,0,0
OGW-ABMI-1057-15_HF2 PRO COVERT,Muskrat,winter,0,0,0
OGW-ABMI-1057-15_HF2 PRO COVERT,"Pelicans, Herons, Egrets",summer,30.223913043478262,8,6
OGW-ABMI-1057-15_HF2 PRO COVERT,"Pelicans, Herons, Egrets",winter,0,0,0
OGW-ABMI-1057-15_HF2 PRO COVERT,Porcupine,summer,0,0,0
OGW-ABMI-1057-15_HF2 PRO COVERT,Porcupine,winter,0,0,0
OGW-ABMI-1057-15_HF2 PRO COVERT,Red fox,summer,0,0,0
OGW-ABMI-1057-15_HF2 PRO COVERT,Red fox,winter,0,0,0
OGW-ABMI-1057-15_HF2 PRO COVERT,Red Squirrel,summer,0,0,0
OGW-ABMI-1057-15_HF2 PRO COVERT,Red Squirrel,winter,0,0,0
OGW-ABMI-1057-15_HF2 PRO COVERT,Snowshoe Hare,summer,0,0,0
OGW-ABMI-1057-15_HF2 PRO COVERT,Snowshoe Hare,winter,0,0,0
OGW-ABMI-1057-15_HF2 PRO COVERT,"Voles, Mice and Allies",summer,0,0,0
OGW-ABMI-1057-15_HF2 PRO COVERT,"Voles, Mice and Allies",winter,0,0,0
OGW-ABMI-1057-15_HF2 PRO COVERT,White-tailed Deer,summer,83.56869342259128,6,2
OGW-ABMI-1057-15_HF2 PRO COVERT,White-tailed Deer,winter,1717.500900109983,312,41
OGW-ABMI-1057-15_PC900 PROFESSIONAL,Beaver,summer,0,0,0
OGW-ABMI-1057-15_PC900 PROFESSIONAL,Beaver,winter,0,0,0
OGW-ABMI-1057-15_PC900 PROFESSIONAL,Bird,summer,0,0,0
OGW-ABMI-1057-15_PC900 PROFESSIONAL,Bird,winter,0,0,0
OGW-ABMI-1057-15_PC900 PROFESSIONAL,Black Bear,summer,58.49976459028474,5,1
OGW-ABMI-1057-15_PC900 PROFESSIONAL,Black Bear,winter,0,0,0
OGW-ABMI-1057-15_PC900 PROFESSIONAL,Coyote,summer,0,0,0
OGW-ABMI-1057-15_PC900 PROFESSIONAL,Coyote,winter,86.12300269482077,16,6
OGW-ABMI-1057-15_PC900 PROFESSIONAL,"Cranes, Rails, Coots",summer,0,0,0
OGW-ABMI-1057-15_PC900 PROFESSIONAL,"Cranes, Rails, Coots",winter,0,0,0
OGW-ABMI-1057-15_PC900 PROFESSIONAL,"Crows, Jays, and Allies",summer,0,0,0
OGW-ABMI-1057-15_PC900 PROFESSIONAL,"Crows, Jays, and Allies",winter,0,0,0
OGW-ABMI-1057-15_PC900 PROFESSIONAL,Deer,summer,0,0,0
OGW-ABMI-1057-15_PC900 PROFESSIONAL,Deer,winter,14.33650083845724,4,2
OGW-ABMI-1057-15_PC900 PROFESSIONAL,"Ducks, Swans, Geese",summer,6.873793146967881,1,1
OGW-ABMI-1057-15_PC900 PROFESSIONAL,"Ducks, Swans, Geese",winter,0,0,0
OGW-ABMI-1057-15_PC900 PROFESSIONAL,Elk (wapiti),summer,0,0,0
OGW-ABMI-1057-15_PC900 PROFESSIONAL,Elk (wapiti),winter,3.851783937455579,1,1
OGW-ABMI-1057-15_PC900 PROFESSIONAL,Ermine,summer,0,0,0
OGW-ABMI-1057-15_PC900 PROFESSIONAL,Ermine,winter,0,0,0
OGW-ABMI-1057-15_PC900 PROFESSIONAL,Fisher,summer,0,0,0
OGW-ABMI-1057-15_PC900 PROFESSIONAL,Fisher,winter,0,0,0
OGW-ABMI-1057-15_PC900 PROFESSIONAL,"Grouse, Ptarmigan and allies",summer,0,0,0
OGW-ABMI-1057-15_PC900 PROFESSIONAL,"Grouse, Ptarmigan and allies",winter,0,0,0
OGW-ABMI-1057-15_PC900 PROFESSIONAL,Magpie,summer,0,0,0
OGW-ABMI-1057-15_PC900 PROFESSIONAL,Magpie,winter,0,0,0
OGW-ABMI-1057-15_PC900 PROFESSIONAL,Moose,summer,16.068952982169932,7,2
OGW-ABMI-1057-15_PC900 PROFESSIONAL,Moose,winter,121.12552449528758,36,2
OGW-ABMI-1057-15_PC900 PROFESSIONAL,Mule deer,summer,53.7590125505955,13,1
OGW-ABMI-1057-15_PC900 PROFESSIONAL,Mule deer,winter,2565.579485273154,371,67
OGW-ABMI-1057-15_PC900 PROFESSIONAL,Muskrat,summer,0,0,0
OGW-ABMI-1057-15_PC900 PROFESSIONAL,Muskrat,winter,0,0,0
OGW-ABMI-1057-15_PC900 PROFESSIONAL,"Pelicans, Herons, Egrets",summer,61.96521739130435,13,8
OGW-ABMI-1057-15_PC900 PROFESSIONAL,"Pelicans, Herons, Egrets",winter,0,0,0
OGW-ABMI-1057-15_PC900 PROFESSIONAL,Porcupine,summer,0,0,0
OGW-ABMI-1057-15_PC900 PROFESSIONAL,Porcupine,winter,0,0,0
OGW-ABMI-1057-15_PC900 PROFESSIONAL,Red fox,summer,0,0,0
OGW-ABMI-1057-15_PC900 PROFESSIONAL,Red fox,winter,0,0,0
OGW-ABMI-1057-15_PC900 PROFESSIONAL,Red Squirrel,summer,0,0,0
OGW-ABMI-1057-15_PC900 PROFESSIONAL,Red Squirrel,winter,0,0,0
OGW-ABMI-1057-15_PC900 PROFESSIONAL,Snowshoe Hare,summer,0,0,0
OGW-ABMI-1057-15_PC900 PROFESSIONAL,Snowshoe Hare,winter,0,0,0
OGW-ABMI-1057-15_PC900 PROFESSIONAL,"Voles, Mice and Allies",summer,0,0,0
OGW-ABMI-1057-15_PC900 PROFESSIONAL,"Voles, Mice and Allies",winter,0,0,0
OGW-ABMI-1057-15_PC900 PROFESSIONAL,White-tailed Deer,summer,64.764453456063,8,3
OGW-ABMI-1057-15_PC900 PROFESSIONAL,White-tailed Deer,winter,1577.47666758184,291,36
OGW-ABMI-1057-16_HF2 PRO COVERT,Beaver,summer,0,0,0
OGW-ABMI-1057-16_HF2 PRO COVERT,Beaver,winter,0,0,0
OGW-ABMI-1057-16_HF2 PRO COVERT,Bird,summer,0,0,0
OGW-ABMI-1057-16_HF2 PRO COVERT,Bird,winter,0,0,0
OGW-ABMI-1057-16_HF2 PRO COVERT,Black Bear,summer,481.9919276777447,68,3
OGW-ABMI-1057-16_HF2 PRO COVERT,Black Bear,winter,0,0,0
OGW-ABMI-1057-16_HF2 PRO COVERT,Coyote,summer,136.8358355790173,33,5
OGW-ABMI-1057-16_HF2 PRO COVERT,Coyote,winter,28.97150134741039,6,3
OGW-ABMI-1057-16_HF2 PRO COVERT,"Cranes, Rails, Coots",summer,0,0,0
OGW-ABMI-1057-16_HF2 PRO COVERT,"Cranes, Rails, Coots",winter,0,0,0
OGW-ABMI-1057-16_HF2 PRO COVERT,"Crows, Jays, and Allies",summer,0,0,0
OGW-ABMI-1057-16_HF2 PRO COVERT,"Crows, Jays, and Allies",winter,0,0,0
OGW-ABMI-1057-16_HF2 PRO COVERT,Deer,summer,26.16825041922862,5,1
OGW-ABMI-1057-16_HF2 PRO COVERT,Deer,winter,17.16825041922862,4,1
OGW-ABMI-1057-16_HF2 PRO COVERT,"Ducks, Swans, Geese",summer,0,0,0
OGW-ABMI-1057-16_HF2 PRO COVERT,"Ducks, Swans, Geese",winter,0,0,0
OGW-ABMI-1057-16_HF2 PRO COVERT,Elk (wapiti),summer,0,0,0
OGW-ABMI-1057-16_HF2 PRO COVERT,Elk (wapiti),winter,0,0,0
OGW-ABMI-1057-16_HF2 PRO COVERT,Ermine,summer,0,0,0
OGW-ABMI-1057-16_HF2 PRO COVERT,Ermine,winter,0,0,0
OGW-ABMI-1057-16_HF2 PRO COVERT,Fisher,summer,0,0,0
OGW-ABMI-1057-16_HF2 PRO COVERT,Fisher,winter,0,0,0
OGW-ABMI-1057-16_HF2 PRO COVERT,"Grouse, Ptarmigan and allies",summer,6.405990016638935,1,1
OGW-ABMI-1057-16_HF2 PRO COVERT,"Grouse, Ptarmigan and allies",winter,0,0,0
OGW-ABMI-1057-16_HF2 PRO COVERT,Magpie,summer,0,0,0
OGW-ABMI-1057-16_HF2 PRO COVERT,Magpie,winter,0,0,0
OGW-ABMI-1057-16_HF2 PRO COVERT,Moose,summer,4.534476491084965,1,1
OGW-ABMI-1057-16_HF2 PRO COVERT,Moose,winter,87.5234294732549,20,3
OGW-ABMI-1057-16_HF2 PRO COVERT,Mule deer,summer,85.8270376517865,21,3
OGW-ABMI-1057-16_HF2 PRO COVERT,Mule deer,winter,1938.798505582936,448,31
OGW-ABMI-1057-16_HF2 PRO COVERT,Muskrat,summer,0,0,0
OGW-ABMI-1057-16_HF2 PRO COVERT,Muskrat,winter,0,0,0
OGW-ABMI-1057-16_HF2 PRO COVERT,"Pelicans, Herons, Egrets",summer,0,0,0
OGW-ABMI-1057-16_HF2 PRO COVERT,"Pelicans, Herons, Egrets",winter,0,0,0
OGW-ABMI-1057-16_HF2 PRO COVERT,Porcupine,summer,0,0,0
OGW-ABMI-1057-16_HF2 PRO COVERT,Porcupine,winter,4.663799843627834,1,1
OGW-ABMI-1057-16_HF2 PRO COVERT,Red fox,summer,0,0,0
OGW-ABMI-1057-16_HF2 PRO COVERT,Red fox,winter,0,0,0
OGW-ABMI-1057-16_HF2 PRO COVERT,Red Squirrel,summer,0,0,0
OGW-ABMI-1057-16_HF2 PRO COVERT,Red Squirrel,winter,0,0,0
OGW-ABMI-1057-16_HF2 PRO COVERT,Snowshoe Hare,summer,0,0,0
OGW-ABMI-1057-16_HF2 PRO COVERT,Snowshoe Hare,winter,0,0,0
OGW-ABMI-1057-16_HF2 PRO COVERT,"Voles, Mice and Allies",summer,0,0,0
OGW-ABMI-1057-16_HF2 PRO COVERT,"Voles, Mice and Allies",winter,0,0,0
OGW-ABMI-1057-16_HF2 PRO COVERT,White-tailed Deer,summer,360.5516268117108,105,6
OGW-ABMI-1057-16_HF2 PRO COVERT,White-tailed Deer,winter,766.6902759731927,154,13
OGW-ABMI-1057-16_PC900 PROFESSIONAL,Beaver,summer,0,0,0
OGW-ABMI-1057-16_PC900 PROFESSIONAL,Beaver,winter,0,0,0
OGW-ABMI-1057-16_PC900 PROFESSIONAL,Bird,summer,0,0,0
OGW-ABMI-1057-16_PC900 PROFESSIONAL,Bird,winter,0,0,0
OGW-ABMI-1057-16_PC900 PROFESSIONAL,Black Bear,summer,433.74303886648516,65,3
OGW-ABMI-1057-16_PC900 PROFESSIONAL,Black Bear,winter,0,0,0
OGW-ABMI-1057-16_PC900 PROFESSIONAL,Coyote,summer,144.71866846321385,18,4
OGW-ABMI-1057-16_PC900 PROFESSIONAL,Coyote,winter,35.62866846321385,6,4
OGW-ABMI-1057-16_PC900 PROFESSIONAL,"Cranes, Rails, Coots",summer,0,0,0
OGW-ABMI-1057-16_PC900 PROFESSIONAL,"Cranes, Rails, Coots",winter,0,0,0
OGW-ABMI-1057-16_PC900 PROFESSIONAL,"Crows, Jays, and Allies",summer,0,0,0
OGW-ABMI-1057-16_PC900 PROFESSIONAL,"Crows, Jays, and Allies",winter,0,0,0
OGW-ABMI-1057-16_PC900 PROFESSIONAL,Deer,summer,0,0,0
OGW-ABMI-1057-16_PC900 PROFESSIONAL,Deer,winter,29.33650083845724,9,2
OGW-ABMI-1057-16_PC900 PROFESSIONAL,"Ducks, Swans, Geese",summer,0,0,0
OGW-ABMI-1057-16_PC900 PROFESSIONAL,"Ducks, Swans, Geese",winter,0,0,0
OGW-ABMI-1057-16_PC900 PROFESSIONAL,Elk (wapiti),summer,0,0,0
OGW-ABMI-1057-16_PC900 PROFESSIONAL,Elk (wapiti),winter,0,0,0
OGW-ABMI-1057-16_PC900 PROFESSIONAL,Ermine,summer,0,0,0
OGW-ABMI-1057-16_PC900 PROFESSIONAL,Ermine,winter,0,0,0
OGW-ABMI-1057-16_PC900 PROFESSIONAL,Fisher,summer,0,0,0
OGW-ABMI-1057-16_PC900 PROFESSIONAL,Fisher,winter,0,0,0
OGW-ABMI-1057-16_PC900 PROFESSIONAL,"Grouse, Ptarmigan and allies",summer,0,0,0
OGW-ABMI-1057-16_PC900 PROFESSIONAL,"Grouse, Ptarmigan and allies",winter,0,0,0
OGW-ABMI-1057-16_PC900 PROFESSIONAL,Magpie,summer,0,0,0
OGW-ABMI-1057-16_PC900 PROFESSIONAL,Magpie,winter,0,0,0
OGW-ABMI-1057-16_PC900 PROFESSIONAL,Moose,summer,0,0,0
OGW-ABMI-1057-16_PC900 PROFESSIONAL,Moose,winter,70.53895298216993,22,2
OGW-ABMI-1057-16_PC900 PROFESSIONAL,Mule deer,summer,40.2770376517865,11,3
OGW-ABMI-1057-16_PC900 PROFESSIONAL,Mule deer,winter,1769.738099355597,362,29
OGW-ABMI-1057-16_PC900 PROFESSIONAL,Muskrat,summer,0,0,0
OGW-ABMI-1057-16_PC900 PROFESSIONAL,Muskrat,winter,0,0,0
OGW-ABMI-1057-16_PC900 PROFESSIONAL,"Pelicans, Herons, Egrets",summer,0,0,0
OGW-ABMI-1057-16_PC900 PROFESSIONAL,"Pelicans, Herons, Egrets",winter,0,0,0
OGW-ABMI-1057-16_PC900 PROFESSIONAL,Porcupine,summer,0,0,0
OGW-ABMI-1057-16_PC900 PROFESSIONAL,Porcupine,winter,0,0,0
OGW-ABMI-1057-16_PC900 PROFESSIONAL,Red fox,summer,0,0,0
OGW-ABMI-1057-16_PC900 PROFESSIONAL,Red fox,winter,0,0,0
OGW-ABMI-1057-16_PC900 PROFESSIONAL,Red Squirrel,summer,0,0,0
OGW-ABMI-1057-16_PC900 PROFESSIONAL,Red Squirrel,winter,0,0,0
OGW-ABMI-1057-16_PC900 PROFESSIONAL,Snowshoe Hare,summer,0,0,0
OGW-ABMI-1057-16_PC900 PROFESSIONAL,Snowshoe Hare,winter,0,0,0
OGW-ABMI-1057-16_PC900 PROFESSIONAL,"Voles, Mice and Allies",summer,0,0,0
OGW-ABMI-1057-16_PC900 PROFESSIONAL,"Voles, Mice and Allies",winter,0,0,0
OGW-ABMI-1057-16_PC900 PROFESSIONAL,White-tailed Deer,summer,311.77127348116676,73,6
OGW-ABMI-1057-16_PC900 PROFESSIONAL,White-tailed Deer,winter,710.1566519421121,115,12
OGW-ABMI-1057-17_HF2 PRO COVERT,Beaver,summer,0,0,0
OGW-ABMI-1057-17_HF2 PRO COVERT,Beaver,winter,0,0,0
OGW-ABMI-1057-17_HF2 PRO COVERT,Bird,summer,0,0,0
OGW-ABMI-1057-17_HF2 PRO COVERT,Bird,winter,0,0,0
OGW-ABMI-1057-17_HF2 PRO COVERT,Black Bear,summer,134.83976459028474,31,2
OGW-ABMI-1057-17_HF2 PRO COVERT,Black Bear,winter,0,0,0
OGW-ABMI-1057-17_HF2 PRO COVERT,Coyote,summer,54.14433423160692,8,2
OGW-ABMI-1057-17_HF2 PRO COVERT,Coyote,winter,18.314334231606924,4,2
OGW-ABMI-1057-17_HF2 PRO COVERT,"Cranes, Rails, Coots",summer,0,0,0
OGW-ABMI-1057-17_HF2 PRO COVERT,"Cranes, Rails, Coots",winter,0,0,0
OGW-ABMI-1057-17_HF2 PRO COVERT,"Crows, Jays, and Allies",summer,0,0,0
OGW-ABMI-1057-17_HF2 PRO COVERT,"Crows, Jays, and Allies",winter,0,0,0
OGW-ABMI-1057-17_HF2 PRO COVERT,Deer,summer,0,0,0
OGW-ABMI-1057-17_HF2 PRO COVERT,Deer,winter,0,0,0
OGW-ABMI-1057-17_HF2 PRO COVERT,"Ducks, Swans, Geese",summer,0,0,0
OGW-ABMI-1057-17_HF2 PRO COVERT,"Ducks, Swans, Geese",winter,0,0,0
OGW-ABMI-1057-17_HF2 PRO COVERT,Elk (wapiti),summer,0,0,0
OGW-ABMI-1057-17_HF2 PRO COVERT,Elk (wapiti),winter,0,0,0
OGW-ABMI-1057-17_HF2 PRO COVERT,Ermine,summer,0,0,0
OGW-ABMI-1057-17_HF2 PRO COVERT,Ermine,winter,0,0,0
OGW-ABMI-1057-17_HF2 PRO COVERT,Fisher,summer,9.809151785714286,1,1
OGW-ABMI-1057-17_HF2 PRO COVERT,Fisher,winter,0,0,0
OGW-ABMI-1057-17_HF2 PRO COVERT,"Grouse, Ptarmigan and allies",summer,33.874653355518575,6,1
OGW-ABMI-1057-17_HF2 PRO COVERT,"Grouse, Ptarmigan and allies",winter,0,0,0
OGW-ABMI-1057-17_HF2 PRO COVERT,Magpie,summer,0,0,0
OGW-ABMI-1057-17_HF2 PRO COVERT,Magpie,winter,149.26028394612305,24,3
OGW-ABMI-1057-17_HF2 PRO COVERT,Moose,summer,257.8968589465098,75,6
OGW-ABMI-1057-17_HF2 PRO COVERT,Moose,winter,0,0,0
OGW-ABMI-1057-17_HF2 PRO COVERT,Mule deer,summer,9.759012550595498,4,1
OGW-ABMI-1057-17_HF2 PRO COVERT,Mule deer,winter,1058.0548909673473,200,26
OGW-ABMI-1057-17_HF2 PRO COVERT,Muskrat,summer,0,0,0
OGW-ABMI-1057-17_HF2 PRO COVERT,Muskrat,winter,0,0,0
OGW-ABMI-1057-17_HF2 PRO COVERT,"Pelicans, Herons, Egrets",summer,0,0,0
OGW-ABMI-1057-17_HF2 PRO COVERT,"Pelicans, Herons, Egrets",winter,0,0,0
OGW-ABMI-1057-17_HF2 PRO COVERT,Porcupine,summer,9.663799843627835,3,1
OGW-ABMI-1057-17_HF2 PRO COVERT,Porcupine,winter,26.991399530883506,10,3
